tweet,label
titan4ever2488 how are yankees games on the radio good announcers,0
rt tanktopshotta a real nigga gone teach his bitch the game not run it on her 128582128130128520,1
rt nroth44 wow the stupid nigger in lebron really came out there,1
hannerr youre a faggot,1
fat dykes make me want to vomit,1
infidelpamelalc im going to blame the black man since they always blame whitey im an equal opportunity hater,1
rt ride907 if some little fucking faggot spits in my food i swear to god id tear your fucking arms off httptcoeqocianz77,1
people tend to bitch about coaching too much but offensive playcalling has killed the ags indefensible at this point,0
rt cloydrivers some of you fellas should dress up as real men for halloween cause youve been actin like bitches all year long merica,0
rt anthonycampos23 lebron your still a bitch you suck nigger hope you die,1
fucking gook,1
joh2guy i love racism blame whitey for everythingnow that you mention it i bet the white man put the desert tortoise on bundyranch,1
rt shewili when you go to a college party and you dont see any bitches httptcoacut5et3tu,0
kingalbert21 ceto13 u pulledthat queer shit as spon as u put no homo lol,1
rt antijokejamal a dick has a sad life his hair is a mess his family is nuts his neighbors an asshole his best friends a pussy  ,0
rt drunktweets81 you sure do have a pretty face for a cripple,0
theladygamer if you gotta shout u a bad bitch u aint a bad bitch 128524,0
ygtrece i agree you never know she may have been begging to get dropped makes her pussy wet guaranteed she married him right after ,0
2k coaches are retarded who would put a 510 point guard at the 3 tho,0
phreshagu25 yeah you right and you know them mexicans bringing all they family that hoe finna be packed,1
there are lots of top tier wrestlers who started as yardies,0
rt collegehumor i fully support samesex marriage but ill never stop calling my friends faggots,1
charmarie hoe you are doing good too,0
i dont be crying over stripper bitches that left me for dudes with money tho and singing about it,0
kinghov1313 i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week,1
rt sblmnlcrmnl woodslamar shut your nigger ass lamar,1
rt anticvlum noneshallpass97 trash eating trash,1
i want one ae yous to start something with me tbh but yous are aw pussy shame,0
im off work where the naked hoes and alcohol,0
playing to white guilt lasted one last time whitey felt absolved it ends today it ends in the fieldssuburbs of pennsylvania,1
daltonryann parkatie blakeanderson21 i guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,0
im finna see the yankees win a baseball game,0
rt lightskinchink this vine still funny as shit to me 128557128557128514how many niggers are in my store httpstcot7rujtkei1,1
well jhud is giving me bae just got home from work and ima throw the pussy at him httptco2kbsxamddg httptcoeszjsuqyiq,0
niggas deserve better bitches,1
rt wisdomspewed no you stupid redneck animal husbandry does not mean you can get hitched to your blue tick hound misty,1
rt thatguybryant28 still the greatest tweet ever rt djzeeti bitches run on emotion not logic  a bitch will say 113 if the number ,0
8220boojieque 128514128169rt webbmadethis lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos,1
fuck that niggas shit up olivias pussy got fitz going batshit,1
rt uncleruckusbd being a nigger isnt a color its a state of mind,1
you niggas talking to these females trying to get some pussy but dont realize youre only boosting their ego and getting curved,0
womanoverboard nigger,1
buckm00se i dont like the sand nigger but its entertaining like 6 knockdowns,1
rt damonddawg peek a boo bitch swag scare ya kids rt nowthatsfresh whats tygas worst bar tygabars,0
geez i think northkorea may be right barackobama is a monkey surely acts like one  httptcoy09waoe4em8221,1
z0mbiedance its not till later hoe unless your having a sleepoverawk,0
8220moffettmm just got done with my last final and im walkin around campus like i own this place8221 queer,1
torimills02 i believe that you fuckin can punk nigga bitch128520128170,1
georgiathenewsa you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh,1
almuirsi probably yeah by most accounts he has the personality to handle it though and he can wear a yellow suit if he puts up points,0
rt nroth44 wow the stupid nigger in lebron really came out there,1
8220glitteredinpink west305 you like 58 you needs to82211 you a hoe 2 im 510breaking11 3suck my dick,1
rt ballout057 82201stblocjeremiah my tryna make me go to church tommrow  hell nawl dude8221 bitch text me back,0
blatt trash too  but twitter said he was good,0
hate this dyke,1
watchscenario yeah so you better play with me ya nigger,1
saucygyro niggers fell off,0
rt femshaveballz you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr8230,1
rt dedepayton on the low rt mzlolabunny theyre really looking for the next bitch to smash,0
kenlypls skeetworld iacceptnudes wrong skiny girls are for guys that want hot sex that looks good tooevery fat bitch knows that,0
i was in the 9 grade and this bitch said something and i went off about her momma and her she was like im adopted,0
gbleighton remember 94 can be a bitch stop to drink if you get stalled wib advice,0
passit2liv hit a bitch its not like you can see the bruises,1
kimw16 so shes retarded,0
kim kardashian look like a tranny with all that surgery,1
fat fucking funky nasty ass hoes,1
rt basedamerican aye fam you think you can line me up i saw a bad bitch in mrs bridgets room httptcooal9wljmge,0
this bitch on maury got 11 baby daddys,0
scoutingforfifa theburntchip joelburtfifa jpizzlefifa eye witness joel is a faggot,1
victorrico3 no i dont fuck with those hoes ask paco he does,0
fugazi3011 leave you beaner retard,1
deeznutsdoe id hate feeling like a faggot too punk ass hoe,1
saraelizabethj4 thats what happens when you date a colored,1
 bitch nigga miss me with it ,0
fuckkkkk my nig a g tho he gonna come back,1
nigga tyrese on walking dead is a bitch smh,0
california is full of white trash who moved from oklahoma,1
rt librarianknight more queer lady templars thats my point,1
8220teenaaasty half yall hoes still got nut in yall baby hairs  shut up 1285308221 httptcoyyfcnfqzpc,0
henny cups on all that ice bitch im froze up,0
rt nezzienezz or feet 128553128555128518 rt veronicagk yea i got big hands lol im a big bitch 510 lol im not gon have small hands 128514128514128514128514,0
you think id learn by now that once red flag bullshit appears to gtfo but nooooo i have to have faggot ass faith in people,0
celtic means white trash if someone says theyre celtic it means theyre white trash,1
rt manstagram when i make the paper ball into the trash can httptcom90w9n1zbt,0
128514128514 fucc nicca yu pose to be pullin up,1
is this bitch for real im heated bruh,0
rt maniac3x larryx2010 floydmayweather not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di8230,1
i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,1
if you can fuck my bitch cause nigga im the shit ill salute ya,0
womanoverboard nigger,1
eburnns bitch be actin like im a celebrity,0
gave a homeless guy a couple bucks today and didnt even say thank you just walked away ha okay ungreatful son of a bitch,0
rt koolqueef i color my entire arm black with a sharpie and fist my wifes asshole just so she knows what a nigger dick feels like,1
fuck that niggas shit up olivias pussy got fitz going batshit,1
rt inkmyholebody this nigga is a fuckin faggot httpstcoe3m6tujnhf,1
81614 mo govjaynixon let 8220kill some crackers kill their babies new black panthers hijack his ferguson presser httptcoz2wko9ripz,1
im flexin on these bitches all gold bottles no bombay,0
teenagesleuth we got 1 except eric holder gave them 2 the beaners 2 kill americans guess he is race blind,1
hovaa shut up lizard faggot nigger cunt,1
rt imalagirl pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 128175,1
rt datboysmokeyy shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol,1
now the jihadi networks waking up amp claiming raqqa radio 8220confirmed8221 two planes shot down amp 1 pilot captured isis syria,0
the only place i ever ask them to drive me is to the rave for shows and they fucking bitch about that,0
rt liamgeraldshone vernon1488 arannicolwhufc dsaend get fucked you racist inbred hillbilly fuck,1
rt chelsearaine aw thats cute your mom raised you to be a bitchy little cunt128536,0
rt mayahampton i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,0
rt kxrxsxb we all know that one person that could say anything and you just look at them thinking youre retarded stfu stupidbitches,1
rt lildannyyy it aint nothing to cut that bitch off 1007165039,0
like bitch that aint even attractive smh,0
in real life and online i follow that sorry folks but just cause i look like a border hopper dont mean i am one born and raised here,1
why is my phone being a fucking bitch,0
i know how it feels to not have shit believe me i was born in the heart of la it dont get anymore ghetto than that,0
rt tanktopshotta a real nigga gone teach his bitch the game not run it on her 128582128130128520,1
rt plmpcess in the fashion world urban definitely means stolen from black people its ghetto on us and urban on them haha httptc8230,0
0xabad1dea hard to qa time is also a pain to mock out in unit tests,0
no need to tweet these bitches know my status,0
rt realistillest mine too 128513128588128076 rt 8220187xo this ma niggah triggatre123 1280768221,1
rt imalagirl pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 128175,1
confusing circumstances seem to get in the way of your high ho more for virgo httptconraai6dhvx,0
fuck that i got a curfew i break that bitch tho idgaf  she could fuss and curse at me when i get home lmfao,0
carpedehope not if youre standing in btw the yellow lines,0
hoes always tryna say they look like a celebrity  no bitch you like the other hoe that love on krenshaw sit yo basic ass down,0
rt seymorbuccs man most of you coons couldnt jus up in quit yo job if you found out ya boss racist so shut tha fucc up niggas love 8230,1
lila47 128514128514128514 youre a coon,1
rt mxllxvv vivalajuicyy69 gt tragedy smh rt mxllxvv niggas dont know you but will throw dirt on your name for the pussy you h8230,1
stern fixed the image of the league nba players not knocking they bitch out in elevators,0
hunterbuch66 kiefferjason sbsylvester yo fat ugly ass couldnt even pull the ugly bitch in the school,1
reiddh i agree my fellow cracker,1
wish i coulda said more to emmaleeeparkerr tonight good seeing you fag 128540,1
so apparently me amp eric fucced amp i be just fuccing every nigga 128514128557 great but yall bitches not whoppin amp talkin behind blocced twitters,0
i be damn if i go ova dea n get my ass blown128163 up i kno wat it look like bitch i play 128299call of duty frequently,0
z0mbiedance i know bitches lets do something this weekend lets bake,0
moneydriven 2manylouboutins glad about your uncle another stupid faggot off the world hopefully you next,1
you know what fuck you too bitch your such a little hoe gtlt,1
pornandroidiphoneipadsexxxx  homemade  using my submissive bitch outdoor home made amateur httptcofu6aggzhqd,0
rt yankees victory yankees outlast as 109 in 14 innings eduardo nunez the hero and oh yeah first place still resides in the bronx,0
i was gunna eat the pussy but im on a diet ,0
grizzboadams fucking block your white ass because you try to start shit like a fucking queer so fuck you nigga,1
rt forevernee i hate a copy cat ass bitch monkey see monkey do ass bitch 128544,0
rt ipooted theres pussy makeup,0
ankles 1281281285148220sainafaal 8220martianmulah hood bitches with long weave is the worst thing ever8221 weave that be touching their ashy ankles 1285678221,1
dis broad done tagged dis nicca n a video of his sis giving dome  tragic,1
why you act like a little booshie bitch now thats why you dont have friends hoe,0
8220kaylendenise i hate that bitch amp the fact that oomf likes her just no 1285288221 retweeettt 1000x,1
cant stand that faggot,1
i had froyo with brownies for dinner tonight being an adult is making these executive decisions,0
keltorwade nah dude mostly just sound like a faggot,1
stevoburns561 imswaveynshit freddiegibbs soft shit are you handicapped or retarded,1
rt ladyblahblah furrybah in my paypay voice rt 80sbaby4life the hoes are for everybody my nigga,1
dolangang beans u beaner,1
kimberlyyaye leslieeeixta i think i did my job here toodles to you bitches 999665039,0
rt troymadden real niggas can handle anything including any bitch or any nigga,0
rt aliyahkorea whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine,0
got your bitch with me right now,0
seattle mayoral election this year a choice between a bunch of women nonwhites and faggotsfag lovershttptcorwhgmrlazx,1
8220myfishdied you dammn weed potheads are annoying af on twitter8221 weed and pot are the same thing faggot,1
rt heissarcastic facebook needs these 3 buttons dislike who cares are you retarded,0
if someone is part of james x then hes a white trash cultist,1
the microwave at work is broken so my ghetto ass put a hamburger patty in the toaster to warm it up,0
look at this coon ass nigga here standing on a damn toilet looking around for his manhood8230 httptco3wypsnrlu3,1
michael sam being cut further proves that we fags dont belong in football or nfl it is a heterosexual sport for heterosexuals,1
lmaooo rt handsomeesco55 she a tranny if she can open a jar of pickles by herself,1
rt spaceplankton if one more fb idiot bitches about the weather i will hunt them down amp kill them with kindness because everyone is enti8230,0
rt harmonlauren jennas a faggot,1
we are the only fan base who by and large gives a crap that rodgers chews his guys out nobody bitches about this for brady and manning,0
morgantayler i apologize morgan but a bitch was blind for a whole 35 seconds,0
8220chhicoo vsamone stupid bitch8221 httptcok7myvflwfg,0
suck my super monkey balls,0
jig levitating for lousiville,0
gopblackchick barrackobama just said uswas full of nicegivingsmart ppli thought we were meanunexceptionalbitter clingersevolved,0
clan of retards,1
vinniepolitan kill the coons,1
some movies are made to facilitate dudes to pick girls up think out side the box lil nigguh,0
rt xsalutebaddazz well i just got conformation that is your body count is five or above its high and you a hoe 128514128514128514,0
his big ass smile his eyes is chink,1
frankiejgrande fugly queer white trash,1
rt lifeflightgirl when someone is murdered the police investigate the spouse first and that tells you everything you need to know abo8230,0
milesm05 shut up coon,1
rt nerdistdotcom forget your typical graduation speech charlie day manages to be hilarious and inspirational in today8217s mifvotd http8230,0
austing1135 answer my snapchat faggot butthurt,1
truuueee that bitch done have it to u on sunday my nigga,1
hahahhahaa rt princebama your boyfriend trash ma stop tryna convince yourself otherwise in these tweets,0
what a wetback looks like when he gets caught crossing the border ilovebamf httptcoj3uf1tyubo,1
rt carxlito 8220tropicaldrew tonygetsbjs i know it was that dana whore if i get rid of them rn will you donate one to me8221 that bitch 8230,0
oskzilla fuck you niggah you gay lol,1
rt trentlilweezy you are trashme httptconx2tqimo2a,1
buckm00se true sand niggers amp bum brits claim hes a atg hall of fame legend smh,1
these people are fags,1
you have my word we will rt jrwrz thotcho beat those fucking faggots pls,1
americanmirror praedor the cop was bitch slapped by this wanna b st thug and he got what tm got dead see you dont slap cops they r law,0
jennifer lawrences nudes sooooo trash im still smashin though no doubt,1
rt a1lovely at least i say im crazysome nigga gotta find out a bitch wild when she shooting at they ass 128514,1
my main bitch called to tell me she missed me 1008465039128536 super cute love you boo morgaanita,0
bgally17 so ur faggot teammate brandonprust8 hits someone late like that and u say hes yapping and yelling u guys def 69 in the room,1
seem like da colored folk be gettin in da way lately i just sayin,1
bitches so stupid yal cant know how im bouta start popping bitches,0
nowplaying  bt feat tori amos  blue skies radio edit on 1069thearrow  httptcor5wuxa9jb6,0
im in a full suit bow tie and all at a restaurant amp called my frat a bitch ass niggacaught myself bc im around white ppl staring at me lol,0
she sounded like a bird crowing,0
8220kaylendenise i hate that bitch amp the fact that oomf likes her just no 1285288221 retweeettt 1000x,1
humble personality not a hoe rt lovemedarlingg 21 best nonphysical feature the opposite sex can have,0
what up twats i mean twits 128522,0
dont worry about the nigga you see worry about the nigga you dont see dats da nigga fuckin yo bitch,1
ive been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,0
rt mixmommie wyd hoe bucket8220thekaosyatti mixmommie heyyy8221,0
rt talkhawkz kmm get a fucking trash can on your head,0
dtla is trash because of noneuropeans are allowed to live there,1
so weird how the word cunt is offensive in other countries yet in this country its a reference to somebody like whos this cunt,0
rt knae im a 128170 lil bitch,0
faggots httptcodmkbghai1z,1
freaky bitch eat the dick while im playing madden,0
this bitch lol,0
rt duckinfope lt not buying bitches vehicles,0
heyyayled do i have to repeat myself u white trash,1
inurselisa blackredsoxfan its a nice way of callin yall honkies,1
milesm05 shut up coon,1
shit bitch nigga shit,0
markhalperin wsjopinion barackobama anything to trash this black president,1
bloggerboxing yeawhat did it do for maidana it made him a greedy faggot loser atleast broner is black,1
nowashington he liked that hoe,0
i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,1
caykelly16 madisonearhart u guys are fags,1
dont mind black peoplehate niggers,1
what a fucking faggot,1
herfarm move out of our country teabaggers,1
georgiathenewsa rosaalbae your tits may be better looking but her face makes you like a asian or latina tranny facts,1
rt xdsmooth i took yo job bitch 1bookieg,0
mattchu22 ryanriehle ill do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy,1
rt thechriscates look at this faggot httptcodb7siri8qg,1
rt tease rt or youre a fag httptco4ol82rdeqx,1
staccswntfold you tell me coon,1
fullawhite rt me to wey i went to the job interview high then a bitch straight stanking like dank haha eyes red then a hoe,0
they come out charlie sheen they come out coupe machine wontgetme22,0
secretasianman kitt yeah shes a real pom maven,0
rt earlylegend i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,1
rt mediacrooks report what u want but physically chasinghounding is uncivilised adityarajkaul also in case of bansalgadkari anil8230,0
3 millionaires just walked in why you tripping bitch you paid for the fight  lmao,0
im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,1
can bitches at least wait till its their bday month to put that shit up damm yall stingy,0
dont fuck widd no baby ass bitch in the words of deja lol,0
subtweet me one more time you dirty chink whore,1
cant neva be a sucka for no bitch that aint me,0
rt woodyafc i saw a great chimpout 2 summers ago a middle aged salvadoran and his 15 yr old son got wasted by 6 beaners at the metlife 8230,1
the nations know who we are but we rather be real niggers amp bad bitches httptcoge6tnhxzaf,1
rt iaintasiantho you see her nudes she must have beat her own pussy up rt dondippa salute httptcogxmym20q9l,0
httpstcojtlzergxi0 leo get the fuck off of vine you fag,1
thick bitch on here tried to front on me earlier,0
rt thelittlefella olevertybstard savagelife091 bitch shouldve got out of her yard,0
misplacedmomma y8217all whitey gots to pay fo da preparations,1
urbasicyabish mikeaveli fucking faggot,1
rt idavey also rt paradoxicalmike i know one ho in particular who loves pointing out that everyone else is a ho lol,0
fredo was a bitch ass nigga how niggas fire over 20 shots at his pops but he didnt get off 1 cuz he dropped the gun smh,1
edgarpixar overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day,0
pennsylvania is white trash and is so are all pennsylvanians,1
women who are feminist are the ugly bitches who cant find a man for themselves,1
i fuck bad bitches to stacy lattisaw why you niggas balls blue like an avatar,0
2014samanthakay good enough fag,1
billyeichner since tomcruise will be a hoser hi,0
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger  shitmybosssays,1
rt rubinreport you can mock michelle obamas turnipforwhat video but the turnip is now third in line of succession for president https8230,0
stupid loose pussyed bitch,1
jasmyncyniquee ozziegarza bitch you subtweeted him,0
junglefeverfren fuck u nigger,1
buckm00se true sand niggers amp bum brits claim hes a atg hall of fame legend smh,1
128514128514128514rt kwagiheath them 1st 48 charlotte goon niccas gon fkkk around and burn bank of america stadium down128293,1
watching the nigger movie menace2society trying to learn more about the enemy good reconnaissance,1
them shits ugly hoe rt sirrocobama  rt burgerking all these nuggets amp u still actin chicken httptcotry8lvyo9o,0
rt lamont21225 128514128514128514 this bitch playing volleyball in timberlands 128553128514edmondson kids 128517128514 httptcom4jtngejth,0
rt monnetteee if you like after romeo chances are i think youre a faggot,1
rt brothaluke all a nigga need is money fuck a bitch,0
rt koniikonn 8220weezywee if you ask me every bitch gay8221 not me im all sexual,0
cant take u coons nowhere amp i mean nowhere,1
i hate when black people try and be white so bad  your a nigger,1
twitter is like the friend i sometimes forget to visit and then he calls and acts like a bitchy mcbitcherson with a side of bitch,0
128514128514 fucc nicca yu pose to be pullin up,1
got my own place  pay my own bills amp rent amp 2 jobs tf am i worried about a next bitch for,0
oskzilla fuck you niggah you gay lol,1
why you talking to hoes about bro nem 128548,0
sukmysweetness money only impress the simple broke bitches,0
8220mikeypdacav5 i love the song john doe dope8221 mirandawigley edenbaby101 faggots,1
rt metroboomin coming soon on a bitch nigga monstertape 1028 httptco03as6bgqec,0
dad just yelled out in bout to fry some chicken like a nigger,1
daydaaaaaa hay pussy cat 128539128541128075128075,0
rt camxo 8220rosaalbae playstation is trash xbox is better8221 ya titties trash,0
rt ripvuhsace i hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,1
this nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how im making the room shake,0
white trash okies dont count as real white people to count as a white person you have to count a person okies arent people,1
rt louievree this bitch feet been through 20 years of slavery httptcomeljya6qsp,0
pretty mother fucker pull up in a bitch likee,0
faggots httptcodmkbghai1z,1
im going to dress up as trash for halloween oh wait i look like that everyday,0
scoutingforfifa theburntchip joelburtfifa jpizzlefifa eye witness joel is a faggot,1
delaneyguinan a faggot that needs to grow up,1
whats really funny bout this pic is im sure they believe them hoes is bad 128514128514128514128514 httptco15r8woqxhd,0
as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a8230 httptcojcyzzmkcfu,1
equallydestruct bitch firstly its resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,0
southcarolina is full of white trash,1
these bitches fake one min talking about a hoe next min bestfriends with the hoe,0
it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me,1
aasthaxoxo oh shut your mouth i was talkin about the morning you fag,1
people who go to church in hollywood ca are all white trash filth,1
bitch fuk wat a hater gotta say brickk ent ya bitch httptcohuqvanuwxh,0
you know what fuck you too bitch your such a little hoe gtlt,1
i need some claritin clear in this bitch,0
i see you fuck bitches i fuck bitches also,0
whoiscoreyking chase money 128176 not 128581 hoes 128111 12817512817558399583995839958399,0
aint wcw jus bitches i wan fck day,0
every gook in losangeles should be deported or killed,1
jihadi john has struck again prayers with the victims families what is the bounty on his head time 4 him 2 meet allah,0
cashandboobies i been kidnapped yo bitch,0
rt mayaangeloufro ready to slay these bitches and im not even half way thew my soakhttptcoukcdym7kbx,0
dumb ass bitch,0
donnerkay surlyrevenant an enraged 64 290 lb mike brown lethal weapon on legshis hatred 4 the police amp whitey added fuel 2 his arsenal,1
rt stepheeezyy rt nigga bitch him 8220187xo  i will never date a female with another niggah name on her lol  wtf 8221,1
128514128514128514 i just said that rt boythatsaryah my tl gotta chill with this pretty face challenge foolishness yall hoes agg,1
rt kingtunchi you bitches aint a 100,0
eda the 2 queers at aa lol vbomb20 gduenez httptcogzzrzjvvlv,1
dutch farmers are white trash,1
boom bitches,0
rt mitchmancuso brantprintupwhat straight guys take a picture of themselves naked in a hot tunwhat fags jakesiwy ryanmurphy3 randy8230,1
niggasbitches cheat cause mfs always think they gettin played,1
mrmooncricket atblackface uncleunco bobbybotsods fuckthemallcops racistnegro69 ugly gay nigga bitch fucking peace of shit,1
8220boojieque 128514128169rt webbmadethis lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos,1
matthometeam  you know what you did you faggot there are literally thousands of people that have you on their radar homo,1
shawtyimout cunt,0
rt femshaveballz you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr8230,1
rt 05professor idontbekaren kelseysocrazy  this is what all of my bitches say hahaha httptcodhk7eu97dc,0
i listened to dedication 4 about three times exactly any more than that gon make you a pussy eater subsciously,0
rt natethaalmighty niggas talk more than bitches these days,1
rt kiddsmypyt you have a new boyfriend every week tf you doin hoe,1
rt buckm00se chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,1
rt steamedgreens juanndacut this bitch wanna be roger from american dad so bad httptcokxha1ztyms,0
40ozvan iycmi i cant get any work done if you keep showin off your bitches,0
roses be redorchids be bigger donts tell yo daddyyou fuckin a nigger vddie,1
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,1
im sick of his shit man jonniesantana sit his bitch ass im fed up bro rt 80sbaby4life geno threw yet another pick smh,0
shewenttojordan cant worry about a bitch that aint worried bout me real,0
rt woodyafc maniac3x whiteponyjr lmaoooo what a bunch of fags,1
charlene crave colored cock,0
who the fuck is this bitch with this cheap ass clown nose on my screen your tired ass commercial i would never book u for a party,0
rt mjxcx teachers trying to pronounce ghetto names on the 1st day of school httpstco8cjuavl3ct,0
gutierrezalf legit retard,1
but bitches are crazy id be in jail for sure,0
i cant fuck a scary hoe,1
fucc u primo aint nobody ask u 2 fav dink lies,0
0o faggot,1
8220boojieque 128514128169rt webbmadethis lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos,1
ion care fuck that hoe 999665039,1
you better pray to god i dont like yo bitch cause we might catch eyes and she might get hit,0
rt uniiquemariee theres only one bae at the end of the day 128584128175128149128571 cause she ride for me unlike you other bitches,0
rt juliarodd when kennies angry he talks like a ghetto black man and i really dont even think he notices hahahahahahaha im laughing  8230,1
you state it gook,1
worthbillions mystroapollo 128514bitch you always hatin lmao,0
fuk dat bitch lol dropolo voice,0
416 we know ya bitch kendricklamar,0
brizgotti these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh,1
rt nekkohbk i stopped caring about mcm when i noticed dykes where getting chose before me,1
zitlalyl 128529128529128529128529128529128529128529128530128530128530128530128530128530128530128530128530128530128530128548128548128548128548128548 how is he supposed to attract bitches in a tutu though 128530,0
fredo was a bitch ass nigga how niggas fire over 20 shots at his pops but he didnt get off 1 cuz he dropped the gun smh,1
8220jestonaelives burnt pussy lips  128514128514128514 httpstco1whgfzbukr8221 gal in the blue throwing it 128527,0
rt nerdatcooltable rt realsheembacc for every bad bitch there is a nigga who treats them like shit amp yet they stay i wanna ,1
herfarm move out of our country teabaggers,1
this shit is fixing to blow my mind tony cannoli back in this bitch httptcooeijhsqc2d,0
just like a bitch typical shit stepping in place elliptical shit wizard of hearts mythical shit watch yourself mystical shit,0
rt uncleruckusbd being a nigger isnt a color its a state of mind,1
this nigga jerry room smell like bad pussy128530,1
faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either httptcoxxehphwwwr,1
slow replies make me feel like a retard and i just want to put my foot through a wall hjhdyhdhlgjdftilh,1
also anyone who wants to bitch about the prices at disney needs to check this out next time dollywood httptcojllkzbhyoy,0
 you deserve x august alsina 10433581043358 im dedicating that to all my old side hoes 1041204104120410412041041204104121010412101041210104121010412101043359 ,0
bloggerboxing yeawhat did it do for maidana it made him a greedy faggot loser atleast broner is black,1
ronsonsolaqa i love you too pussy lmaooo,0
dolphrudager only one current yankee sells only one current bosox sells only one player on each la team sells most teams have 0 yeah,0
arbogucci guys not supposed to get their ass sucked queer,1
it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me,1
my god mother thinks im a stoner because she has someone watch my tweets lmfao no ya boy clean as nikki minaj pussy,0
hunglikerobby that was so gay and i was tanning bitch juvie made me white,1
rt spartacunt i should get a job at the usps customer service number since the only requirement is being a total cunt,0
im going to sell my iphone and both my macs i dont support faggots,1
goldietaylor thegrio puppets like don will intentionally and forever cripple our peoples ability to unify a eco and political consensus,0
burn bitch httptco63fmrf0g5j,1
rt joebudden chillin w a couple of hoes that like hoes that like niggas that don8217t act like hoes,0
rt fewjr i dont trust nobody128532128076these bitches fake 128073128131these niggas faker 128073128694 so its not fuck yall id rather just not fuck wi8230,0
derekisnormal rt crappyfactsare mcrib buns contain a chemical azodicarbonamide which is also used to make yoga mats amp soles of shoes,0
crazy bitch i like the way you ride this dick,0
yall forget he has his brand new baby girl at home bitch the cookies are burning,0
iamken youll make the team them niggas trash lol,1
iamshady thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol,1
darealalexinla woodyafc rodriguez5 the nig is fun to watch got to admit ebola boy can speak broken spanish too lol,1
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger  shitmybosssays,1
love when the bitches take selfies with their tongue out just gearin up for that money shot,0
all you ladies pop your pussy like this,0
fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1
rt noahhh23 happy birthday faggot 128536 wagggggie,1
he aint shit girl 128175he a bitch made nigga ,1
gonna have them pussies mix up some concrete today teach them to pose like me i am a badass motherfucker and i will let you be too ,0
and gabby was steady walking off laughing im like bitch really 128548  if she ever fall around me ima get in my car and leave her there,0
the midwest of the us is white trash,1
officialskai dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot,1
jeffgill24 hey teabagger bohner said he got 98 of what he wanted in sequester you sound like a moron when everyone knows you are lying,0
montulos lakers are trash,0
if a spic ever talks to a white person and the white person kills them its self defense,1
what you gonna do if she cheat  cry  fight for her  no kick that bitch out and go straight to tootsies,0
mikeray7 congratulations you are officially fucking retarded,1
indirect ass little bitches like you know my fucking number and where i live,0
denytheprophecy thanks for ignoring my texts fag,1
tayisbae stiligucci spxrklybubbles what she means is shes a fat bitch,0
rt kingshamugga my bitch better lie to me more than 5 bodies and i cant stomach it ill fucking die,0
oreo ice cream sandwich httptcorm0ksy99bc,0
bslfe in this bitch pullup 40st and washington space a80 httptcoh2hv64h9wh,0
rt buckm00se if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,1
rt truenovacane only pussy niggas wouldnt fuck with a chick if she has stretch marks,1
unicorncowboy lvl7eevee dont ignore me faggots c,0
bumped into a bitch that filed for sexual harassment at work against a coworkeri aint been so shook in my life,1
trash see how i capitalized the t in trash rt misskai wtf is this oreo song by r kelly  128514 tf,0
that was my faggot rant for the night,1
